"","BBN_10099_MTG_P3WH10_001","BBN_10109_MTG_P4WA3_001","BBN_10611_MTG_P2WD10_001","BBN_14801_MTG_P1WH9_001","BBN_16213_MTG_P2WH3_001","BBN_18399_MTG_P2WF5_001","BBN_19214_MTG_P2WA3_001","BBN_21792_MTG_P2WG7_001","BBN_24279_MTG_P2WA6_001","BBN_24370_MTG_P3WD4_001","BBN_24578_MTG_P3WF1_001","BBN_7115_MTG_P1WF4_001","BBN_7403_MTG_P1WF7_001","BBN_7404_MTG_P1WF10_001","BBN_7540_MTG_P1WG4_001","BBN_7545_MTG_P1WG7_001","BBN_7617_MTG_P1WH4_001","BBN_9984_MTG_P3WD1_001","BBN002.26094_MTG_P3WC8_001","BBN002.29089_MTG_P3WD7_001","BBN002.29170_MTG_P3WE8_001","BBN002.30035_MTG_P2WG10_001","BBN002.30127_MTG_P3WA4_001","BBN003.26332_MTG_P1WD4_001","BBN003.26333_MTG_P1WD7_001","BBN003.26941_MTG_P2WA9_001","BBN003.26951_MTG_P2WB2_001","BBN003.28342_MTG_P2WB5_001","BBN003.32185_MTG_P1WA5_001","BBN003.32196_MTG_P1WA8_001","BBN003.32205_MTG_P1WB5_001","BBN003.32212_MTG_P1WC1_001","BBN003.32228_MTG_P1WC5_001","BBN003.32235_MTG_P1WC8_001","BBN003.32295_MTG_P1WE3_001","BBN003.33729_MTG_P2WC3_001","BBN003.34161_MTG_P2WC6_001","BBN003.35446_MTG_P2WD1_001","BBN003.35520_MTG_P2WD4_001"
"PLEKHA1",51.4686,48.3331,47.9796,20.9941,30.5216,48.274,34.9047,42.807,43.0397,50.9104,34.1811,35.5905,47.6209,27.7959,34.676,39.3399,46.4566,42.5514,65.8542,28.2418,27.6682,48.7247,42.8803,36.0775,38.0342,41.3966,28.0361,42.3606,29.6735,37.218,26.2493,44.1353,29.0645,35.4734,36.1043,40.9548,40.747,29.0535,36.861
"CACYBP",28.9755,65.321,62.1713,66.8354,46.0204,43.4967,50.7224,34.5118,48.2072,40.9823,37.6139,73.3003,61.341,57.4823,40.7394,58.1167,52.4372,54.9829,61.7848,52.4376,60.8161,34.471,60.1048,46.6398,49.1024,46.2358,49.5121,42.5687,108.209,77.6248,34.4793,49.0666,60.7956,61.8084,41.1309,58.2789,52.3005,31.6269,93.8397
"RRAGC",20.7586,11.8521,20.4262,NA,21.9298,18.6713,22.6925,17.4726,29.3793,20.434,19.7713,12.089,30.2863,21.6289,27.2159,15.2707,28.1863,18.3414,23.9942,16.3706,13.0732,23.5595,30.2434,15.0146,25.055,28.5129,27.5338,26.1995,8.83614,4.82217,35.3527,24.4465,28.3555,28.6208,28.8211,14.9578,16.0283,43.7454,20.5704
"PDF",NA,8.65916,5.76607,NA,12.6107,13.6597,NA,NA,NA,NA,15.4917,13.9499,11.0753,10.2528,NA,10.8224,NA,9.03008,NA,NA,NA,20.1027,NA,NA,9.11976,NA,NA,16.8367,12.7484,NA,NA,4.55089,NA,10.1455,NA,NA,12.4116,NA,10.0657
"RDH14",22.0449,17.7014,23.0312,20.1011,20.0481,26.8274,33.4349,26.7069,25.3948,21.0606,25.0791,23.0084,27.3756,29.7137,27.0063,21.0612,31.0801,21.9119,18.0193,19.2989,38.6251,29.5857,24.7064,18.4614,22.7178,27.3526,42.0469,30.3811,23.396,18.0226,43.9638,21.5752,24.8004,26.4019,31.6172,17.1677,29.2211,31.5754,27.8011
"TNS1",23.0242,23.8326,16.0208,10.43,15.4411,17.4504,33.5933,29.59,19.7115,7.69074,31.8846,21.8651,27.0086,17.0128,52.5837,18.5613,48.3455,29.1753,23.2761,13.1188,NA,74.1383,14.753,10.8109,39.1391,25.6129,17.0871,78.54,40.9899,25.9647,117.571,19.3281,39.0585,40.9014,15.2377,26.853,26.0993,54.6799,18.5612
"NMRAL1",20.1663,14.7719,NA,13.2867,9.55028,11.7829,13.636,NA,16.0264,15.4181,7.76872,10.823,10.6295,21.7846,19.2142,13.388,20.0537,NA,NA,NA,NA,22.2131,13.9311,NA,8.54353,23.3879,16.6242,20.279,11.8193,17.4069,NA,23.2439,NA,NA,NA,28.5368,15.4418,10.0214,NA
"GLOD4",40.1756,77.4576,47.2857,110.212,54.6689,38.7007,45.8268,48.1832,57.1444,61.9785,30.3764,62.0243,70.0424,55.9915,90.7506,53.6841,70.9654,94.0536,51.9442,62.8016,87.524,55.5452,54.4955,81.9147,69.5,63.4014,23.9157,57.128,107.311,82.396,38.0405,41.112,87.2984,58.2689,50.9377,114.292,61.7193,49.2903,87.545
"SPON1",NA,7.51696,NA,9.26394,NA,NA,16.5471,NA,11.1885,NA,13.756,9.49416,NA,NA,24.4077,NA,14.763,10.1775,NA,6.706,NA,NA,NA,NA,13.7942,11.0095,15.4112,NA,13.4754,NA,27.1707,NA,15.2996,13.9717,NA,14.443,13.37,20.7401,NA
"MCCC2",64.499,83.924,79.9717,78.3608,56.953,51.5409,59.1212,70.8169,83.4534,84.8015,76.2123,66.0054,90.1722,59.2049,69.5659,55.7356,75.8781,73.5724,51.2195,66.0312,60.3088,53.9783,60.9954,58.2417,62.1723,68.7522,86.4362,58.2798,89.5055,59.5736,110.45,65.7209,101.156,71.7882,80.2893,68.8516,73.4503,71.6491,62.2249
"TANC2",24.9867,NA,NA,9.7256,19.5137,18.1272,23.7337,16.8903,29.1057,17.069,18.2607,19.1416,33.0468,23.1014,18.1506,24.4623,16.764,27.4699,22.7074,18.0974,NA,28.2124,NA,12.2078,14.3528,30.6712,25.4582,24.1179,23.4188,19.8098,25.6374,16.6417,13.0284,21.4234,22.1462,17.0547,24.2654,25.101,20.1129
"CPNE5",131.953,142.435,126.216,141.236,118.217,161.958,116.539,119.654,110.353,143.026,136.763,116.373,109.85,143.051,113.21,120.366,77.9781,128.346,86.0558,94.6238,161.358,128.491,117.209,152.645,96.3943,115.077,142.69,120.735,93.09,136.309,79.335,133.66,67.6613,111.949,119.835,111.886,146.946,60.7934,127.595
"VAT1L",98.1493,52.2833,113.842,65.0256,88.2106,77.6875,91.6851,85.5338,86.9263,57.9081,67.8216,54.9964,92.4735,94.8513,85.552,70.713,100.824,95.244,95.0029,68.4875,81.1604,114.044,86.6823,88.4669,91.6665,96.31,85.4677,83.3134,82.9695,83.3405,108.781,85.8335,78.3077,81.6711,125.136,83.5169,86.1253,97.8179,99.0826
"PLXNA4",64.562,38.9638,56.7038,41.7418,76.7292,58.3084,71.1841,77.2963,77.9125,63.8827,66.2471,39.003,68.9921,80.7545,63.5097,58.7216,54.6914,46.0401,62.364,30.6023,41.3409,54.6098,62.4323,40.8534,70.8502,67.8004,80.4682,72.9525,41.1085,61.9807,55.4305,50.2512,60.3726,70.2147,91.2474,46.5776,59.1412,77.9493,77.5124
"GOPC",30.6075,38.7315,25.8772,10.723,37.4587,28.5288,30.3257,30.4886,26.6709,33.1803,31.8655,36.8318,27.1403,15.1408,19.3338,25.3933,24.2681,31.8183,NA,25.8215,24.9029,28.5964,30.0032,45.723,37.2488,29.1318,24.1674,34.4926,29.9127,NA,37.9161,36.2129,20.8895,18.6018,NA,28.1933,32.9278,28.1723,32.989
"MRPL47",NA,5.76764,12.4666,8.31318,3.45158,7.55364,6.13525,NA,NA,6.21501,7.77704,6.16217,NA,NA,NA,11.4402,NA,NA,NA,4.37237,NA,NA,NA,NA,4.99231,2.7427,7.0586,NA,NA,NA,NA,NA,NA,5.20078,8.17875,NA,8.0357,NA,NA
"LYRM4",88.8996,64.1096,67.4245,62.4227,76.9351,64.6445,57.3267,56.4119,42.2909,74.1498,68.6342,54.8894,69.5849,48.6168,53.9535,61.5964,55.656,37.07,53.2556,70.6859,38.5949,70.8907,61.7236,62.0577,49.7003,53.7244,71.4944,77.611,53.9047,80.9802,47.7507,48.2413,65.1127,41.1077,52.5262,41.2266,73.465,42.4453,51.1408
"CHMP1A",61.3333,81.9082,62.6272,68.1614,57.6693,61.4307,56.5235,69.4845,56.6792,60.4207,66.5049,75.8428,60.6585,59.3893,73.435,64.0631,77.7834,63.9101,41.8784,75.4403,63.2648,83.4873,57.2544,84.8178,73.6655,59.793,86.2799,69.2194,59.6513,71.4277,92.2657,75.1495,67.7076,66.349,57.5226,68.9394,89.3477,57.9361,62.1382
"APMAP",43.3519,23.1042,46.8373,47.17,67.0454,46.0959,68.2113,65.3178,87.0511,54.8547,31.0576,43.7729,59.2961,87.154,48.8713,51.642,48.9352,64.8991,105.827,23.6498,51.9472,41.6378,50.4957,38.1371,80.0512,47.8377,75.2067,80.1807,43.9178,60.7159,69.0616,60.299,56.3821,86.4013,81.957,55.9493,42.0392,103.996,65.0132
"TXNRD2",50.7546,41.1962,48.1758,45.3545,36.3871,39.535,54.0925,36.0396,39.589,28.5604,31.9666,31.9046,46.355,42.5811,38.1681,51.538,39.6763,37.5832,45.9643,35.9695,32.4421,38.3093,51.5039,41.482,32.8963,42.7109,33.1399,50.2524,41.4304,31.9102,42.6378,27.0979,43.9193,36.0028,30.8011,37.7574,37.1854,43.5537,35.3241
"RAB18",59.3508,68.8924,83.161,56.7543,89.6033,72.9025,84.3752,104.6,116.216,92.9729,61.5248,88.9064,82.6893,117.197,68.6305,63.38,69.724,70.7977,74.633,41.8421,71.8352,84.8374,75.0271,84.1043,109.467,88.8632,113.918,113.929,58.1179,74.1767,58.8621,85.1362,69.0192,109.898,150.951,81.2517,83.6167,123.933,93.7751
"VTA1",124.854,114.66,115.593,121.614,139.054,141.572,148.311,153.342,151.382,131.312,142.164,120.294,144.998,144.034,129.168,148.374,119.253,122.488,159.549,87.8792,77.4647,125.791,127.95,121.744,132.707,159.672,131.419,124.356,134.454,158.762,115.001,158.836,128.928,138.423,141.297,142.908,121.104,138.895,138.488
"PNPLA8",12.209,NA,15.354,NA,14.938,22.6804,20.7819,11.0596,NA,19.8396,15.0728,12.8449,19.8694,17.805,15.7775,NA,15.3689,NA,NA,14.3003,NA,11.5544,12.1075,NA,NA,9.05031,14.5441,12.2905,NA,17.7173,8.97602,13.9909,11.0893,14.8202,20.2345,NA,19.2799,17.766,16.9567
"SARS2",64.5266,55.8518,51.1033,51.2811,51.6451,48.8592,57.262,56.8588,58.5726,55.7251,71.5112,57.406,62.2428,49.1672,52.4497,61.8317,42.9279,56.9519,45.5844,37.2791,47.4479,49.9586,49.4585,45.9464,53.8639,55.2394,54.5027,47.4894,47.4593,54.8473,33.7776,48.9162,33.5305,45.8621,49.2151,50.7801,59.0491,38.8745,63.1186
"RAB9B",46.4452,40.4032,45.0458,33.1367,45.1958,51.2112,56.0961,56.3251,64.0007,48.9125,40.0565,46.283,42.4026,57.9351,57.0348,48.215,56.0713,53.267,63.2877,38.6961,36.1218,60.8681,42.2017,68.528,60.969,48.4239,72.9218,47.9687,74.0914,69.633,55.8006,67.0371,44.8826,60.1861,84.1922,47.8509,49.6993,52.2468,51.5859
"DYNLRB1",96.7722,169.761,115.59,157.503,172.615,177.728,160.325,188.002,165.916,142.635,133.644,150.148,176.335,108.669,133.129,156.427,224.651,192.157,211.739,287.98,244.14,116.745,127.862,120.813,231.505,126.176,92.7096,98.9414,174.808,260.706,109.628,176.212,169.778,207.453,145.428,221.387,165.928,212.994,163.237
"NRN1",10.4133,NA,NA,NA,NA,NA,11.4631,4.93027,16.5201,13.1949,NA,NA,12.6416,9.21938,4.77044,4.54494,NA,NA,NA,NA,NA,NA,5.95164,NA,NA,7.33658,11.4379,12.5197,NA,NA,NA,NA,NA,NA,23.7912,NA,13.5102,NA,9.81126
"ISYNA1",NA,10.8574,NA,NA,NA,NA,NA,NA,NA,NA,5.62919,NA,10.1837,NA,7.66144,NA,27.5694,NA,NA,NA,NA,NA,NA,NA,12.8655,NA,NA,NA,NA,16.3934,42.3026,NA,28.3135,7.60573,16.203,NA,4.8472,27.418,NA
"ACOT13",343.775,303.688,280.011,393.892,291.829,189.399,268.332,267.407,263.648,366.645,428.887,273.744,302.583,355.394,285.074,359.838,279.685,345.037,190.553,379.18,272.424,266.149,321.549,349.419,212.345,286.133,311.19,305.89,236.032,278.359,276.885,240.578,242.215,217.329,321.62,234.277,308.533,183.943,279.308
"RIC8A",37.725,31.3165,26.8866,18.4606,31.5994,33.477,36.0094,43.0204,35.5101,22.7276,30.3065,28.9199,34.6093,26.5749,32.515,33.8259,41.7906,22.7507,37.0384,26.3306,36.4193,38.7519,25.316,26.1323,38.5985,43.6412,28.0368,41.1878,41.202,37.2314,39.4468,39.3076,34.2394,34.3156,33.6789,39.6619,36.0832,36.2747,36.4122
"LZTFL1",38.632,43.6178,48.9603,39.3524,49.3877,47.4965,49.8566,40.686,47.2529,53.1349,41.1294,35.6069,40.8386,36.0419,48.857,46.534,49.2067,39.8638,31.1444,47.1829,43.2243,36.9526,32.0126,51.724,45.7029,37.9104,43.2317,56.976,30.3074,50.0648,46.0094,38.2131,54.4931,43.7785,34.9852,41.8913,45.0738,43.5809,41.4879
"PLCB1",200.372,207.153,169.413,245.351,208.824,179.309,171.951,184.446,227.885,213.673,242.313,189.689,220.106,208.865,187.046,238.537,131.103,169.534,112.363,216.178,135.604,168.48,207.99,190.116,139.918,196.03,192.489,145.858,153.141,142.651,119.142,185.788,181.964,143.281,224.374,143.096,192.451,131.826,193.858
"CRTAC1",28.1197,64.6791,24.7993,20.0698,22.793,14.8969,29.1503,29.2873,32.8821,22.9614,28.6406,53.8327,20.9431,22.6047,32.153,22.1632,45.8055,25.7356,26.603,15.5124,28.4293,35.0406,26.8567,18.805,38.9172,27.3273,21.0407,33.68,29.3205,23.1117,69.1883,23.864,37.9386,37.6179,33.6123,33.9671,27.2203,38.5357,24.3393
"TRIM36",34.5983,33.2368,27.5222,37.7202,24.9573,32.6228,25.0953,31.3003,37.6871,34.142,23.5172,32.386,35.4271,35.5126,31.5966,39.1005,31.1123,35.5185,31.9899,NA,37.0857,32.3914,34.5398,30.482,27.3417,18.1137,34.0414,39.5051,NA,28.007,NA,33.0273,NA,28.4526,26.4198,17.7339,37.078,35.8947,17.0726
"TIGAR",NA,NA,28.2509,22.2442,NA,22.8097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6882,23.7566,33.7081,NA,12.2171,NA,NA,NA,25.067,NA,NA,NA,NA,25.2562,36.2775,NA,NA,NA,28.1031,NA,NA,23.0323,NA
"RTN4",138.63,118.324,145.812,115.743,227.788,193.317,217.795,205.655,231.092,180.841,156.905,168.743,164.428,222.307,123.842,174.104,149.179,155.154,166.529,117.73,149.915,191.692,155.6,134.593,187.453,143.302,219.87,215.446,119.671,179.155,120.934,191.36,133.342,165.194,272.773,147.745,174.785,168.381,157.925
"CYLD",19.1594,14.5971,NA,NA,NA,NA,27.6701,25.2949,14.5133,10.9911,NA,15.3329,22.7856,16.4499,20.3457,NA,28.1662,NA,NA,NA,NA,15.1952,NA,14.1604,19.2456,NA,24.61,25.2609,33.3456,24.1578,26.7562,NA,20.2548,NA,20.9257,NA,21.8445,21.5285,23.7795
"HINT3",48.7834,56.2805,63.7716,40.4106,53.0421,43.2499,47.3644,52.4307,43.6074,42.0898,49.4231,56.6883,51.9772,47.4873,57.0738,50.7893,60.4861,52.3245,59.2846,54.106,55.8905,73.2311,45.5462,36.2461,58.1994,52.3021,51.7166,48.9579,67.6461,50.7815,44.6806,54.8279,51.0063,42.0228,51.1511,47.4947,53.8622,37.4046,57.8964
"PFDN4",NA,34.8419,19.9369,31.9429,29.347,17.5361,36.0441,30.3186,41.1382,29.1928,34.7449,33.2115,37.4037,31.3674,23.0431,22.3758,29.8045,44.6869,33.9974,35.8433,31.3821,35.5331,34.4544,25.7308,24.9636,25.0759,NA,26.3372,NA,9.03155,33.5669,32.6848,42.1449,32.6119,47.9559,29.3638,27.8163,24.6097,NA
"NIT2",27.4522,46.4565,22.0305,37.3795,29.6929,25.6263,29.2603,41.5572,42.8409,28.8052,22.9321,26.0987,42.1534,30.0991,31.5538,32.2781,31.3741,30.0217,36.4657,31.3189,52.0081,18.0512,31.4468,67.1443,44.5346,43.3432,24.4966,21.7945,33.6182,50.5726,29.9484,49.5677,28.6078,45.2738,60.4049,33.8764,38.0706,35.8153,47.3469
"CCDC177",32.4228,23.1567,30.273,29.6655,31.0768,37.4052,27.7978,28.9559,26.9278,29.1906,24.8242,41.1348,28.4054,30.1389,23.7161,24.8827,24.2269,27.6601,24.9169,26.8426,32.894,45.9711,36.5461,34.9848,27.7046,30.8624,28.4366,38.1806,36.7025,26.7903,54.1178,42.2834,21.6941,40.2796,26.2444,30.3019,32.768,21.2552,31.1438
"ANLN",23.658,77.6624,134.675,52.941,82.0649,79.9974,43.0743,100.488,59.3753,129.827,49.5878,137.765,67.0941,41.7646,48.651,75.4439,113.181,90.1685,54.0582,164.935,115.106,133.868,134.886,63.7724,98.6244,45.8414,79.192,48.9044,65.9675,95.0767,22.4934,168.012,83.2818,101.377,47.383,133.318,107.693,51.6155,69.5244
"XPNPEP1",26.7175,58.3409,32.9786,61.8428,28.4806,40.5616,36.0337,31.6838,22.8267,37.9037,33.4587,53.7278,38.0603,31.058,41.8491,27.6635,57.198,41.2617,29.5141,45.1536,42.5708,31.3759,33.6509,33.5697,35.1315,39.5661,25.2239,32.2658,47.1349,41.809,31.848,39.0369,40.6234,37.6039,42.5138,57.402,36.0828,47.7253,46.216
"GPHN",57.6306,60.7884,51.7538,77.3806,80.9021,72.5215,65.0962,57.7559,72.1619,72.4623,75.0026,68.8562,86.6719,65.0803,77.2915,64.2668,34.2239,58.7855,49.6363,61.2418,65.1878,80.6951,73.1487,59.436,48.0075,60.015,77.209,54.9358,41.677,43.4886,53.6928,76.2359,71.1297,65.1752,84.0099,42.4207,50.9616,46.9877,53.5739
"PDLIM7",NA,48.7532,NA,29.8483,NA,NA,23.8315,29.3607,12.9604,NA,NA,NA,10.4807,NA,83.2804,17.3227,15.7255,27.7617,NA,NA,NA,500.944,NA,NA,34.2873,58.2015,15.0667,148.018,28.4315,NA,263.399,NA,NA,NA,37.2153,NA,24.3281,NA,17.4666
"PRMT8",8.87695,NA,7.96432,7.67532,NA,6.8895,15.8644,9.55627,21.1695,16.0527,18.1107,NA,19.0388,10.175,6.43897,NA,NA,6.88156,NA,NA,NA,NA,15.068,NA,12.198,NA,22.6509,11.0294,NA,NA,NA,NA,4.26407,8.41598,10.1734,6.19814,NA,10.4991,9.44563
"DIABLO",12.2955,NA,29.7206,16.5899,14.7118,18.4675,22.1945,23.4099,36.0023,22.134,28.0042,16.342,35.986,16.9929,24.3494,16.8115,NA,17.0124,NA,20.2548,16.563,14.6111,22.5646,NA,27.2318,NA,20.87,39.3479,15.5969,8.39301,27.1421,19.8736,24.2566,20.8088,28.6128,23.5091,17.8246,30.8459,16.6799
"SAR1A",42.7493,40.9551,60.2967,25.7833,52.9831,54.7009,50.8305,55.5679,68.0443,50.3323,54.9842,45.0759,73.1073,72.1522,48.6856,51.1828,72.6884,47.5649,59.6152,29.2157,61.3997,41.2859,65.2303,40.3668,77.0238,51.8815,65.0977,63.0928,30.9784,67.6999,64.0436,62.4833,69.2094,81.1187,68.6192,68.3865,62.833,84.4819,65.5683
"NANS",30.4334,69.7934,29.7037,88.1662,47.9146,51.0029,53.5548,73.4844,31.7658,33.8782,30.4917,50.1324,47.4852,35.5832,71.7677,73.9354,109.84,88.5268,82.2619,92.8189,117.018,42.3819,26.9102,43.4183,108.534,38.9937,18.9078,42.3825,102.281,116.419,57.2353,87.0474,87.8945,74.1489,55.5598,109.91,39.1897,69.1633,79.0383
"SH3GLB2",202.103,256.972,179.989,236.996,205.888,209.426,213.683,197.056,192.848,207.87,207.507,180.683,198.255,198.506,192.045,235.315,161.854,213.968,163.752,208.358,208.83,165.695,184.565,216.604,172.95,202.519,202.843,135.379,173.838,221.306,137.719,205.874,144.08,151.815,208.726,187.741,190.043,113.337,226.269
"EIF2B3",22.5895,NA,32.0527,12.7538,30.9916,29.8459,26.8597,25.5038,30.0548,28.9079,19.0393,21.6694,29.78,30.8,31.2873,28.7762,32.7747,29.0045,43.4358,16.4209,21.3275,30.7342,34.0479,22.3034,28.9761,27.6461,24.313,28.5319,NA,32.1337,28.1737,30.8559,21.0317,25.9364,22.1904,20.6605,31.1558,25.693,31.2885
"SPHK2",NA,NA,16.7585,NA,14.4001,13.6931,14.4786,18.3518,NA,NA,14.2465,NA,12.1392,6.40952,14.3967,NA,NA,11.061,NA,NA,7.22989,NA,16.5402,13.9883,16.2831,NA,14.8221,18.8865,NA,12.1854,NA,NA,12.756,16.2923,8.71048,NA,16.5739,25.7069,16.9535
"PICK1",NA,NA,NA,NA,NA,NA,NA,10.8592,22.007,NA,NA,NA,15.1993,NA,NA,NA,NA,NA,12.1137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9621,17.1187,NA,NA,NA,NA,NA,NA
"SH2B1",NA,NA,NA,50.1268,25.2729,NA,29.4977,57.0489,NA,22.767,NA,NA,58.8264,38.0542,NA,30.3119,59.2137,NA,NA,31.194,38.2825,NA,NA,NA,NA,NA,55.4078,NA,75.2451,NA,NA,NA,NA,NA,NA,NA,47.135,NA,34.734
"SDR39U1",53.7168,40.6123,39.6019,28.3494,33.6126,40.2904,46.954,44.1903,34.0051,31.8519,38.805,33.0718,41.9098,45.2573,36.07,50.9032,46.1622,38.3998,30.3926,40.1672,36.7078,39.7006,20.7614,36.6649,31.3982,35.1072,39.5676,39.1584,40.2304,26.7551,43.4417,38.2559,32.0208,22.5547,30.4498,19.0666,32.0441,34.2704,38.0216
"STRN4",42.1178,55.547,NA,40.9585,50.9973,37.1394,NA,40.7746,71.3657,NA,34.5029,100.213,38.0046,34.8757,47.3581,58.8392,NA,20.9601,41.7469,NA,NA,33.6588,55.7021,46.0374,42.0792,61.6954,47.8427,48.5825,58.3609,69.9443,NA,NA,NA,62.207,NA,NA,45.6831,NA,NA
"AASDHPPT",39.3726,45.3377,43.6011,37.3407,36.8267,46.4414,41.473,42.8408,41.1919,39.0666,32.4689,42.9109,52.2488,53.7088,47.6588,53.4286,53.1601,41.8308,53.8192,39.4281,44.3513,39.9198,49.1528,45.2822,50.7217,40.1526,39.5802,40.8912,53.9956,54.2513,23.1978,46.3769,42.054,43.1737,56.4473,37.4263,55.3091,40.4008,48.8478
"SNX15",49.3782,35.6126,34.196,40.2238,44.5042,45.3877,42.4601,33.0965,44.8559,NA,48.9153,74.0229,38.5767,47.7102,54.0559,34.0059,62.8386,NA,24.428,51.5812,45.0012,51.5915,36.9231,34.3939,47.3817,35.1992,30.8593,37.426,38.3434,53.3961,32.5771,42.6469,32.9068,48.6759,28.222,NA,50.5099,31.1814,42.423
"HEBP1",36.3499,77.3419,49.6987,58.0302,55.2427,36.4097,47.3998,47.1539,48.2802,60.4363,31.5216,42.1616,55.8618,46.3112,51.5654,41.6028,59.8286,62.4,46.8083,57.1113,67.1669,43.1985,47.7311,47.2893,58.9226,33.5413,41.3853,27.7547,41.0979,66.3772,37.7776,62.7324,71.8405,57.5678,51.2589,29.7834,67.1134,40.4776,52.4906
"RAB6B",180.695,249.388,270.144,279.921,304.914,235.834,273.047,309.223,362.682,301.348,242.883,291.269,243.989,342.438,275.032,187.224,247.72,296.949,354.969,191.145,277.495,259.29,264.567,284.788,351.518,290.145,331.169,313.611,174.464,312.801,280.053,306.1,309.807,367.729,384.892,270.349,233.821,477.167,293.856
"VPS45",49.9738,36.2076,34.0386,33.1717,28.0667,43.7766,41.1918,47.056,42.7932,33.8275,46.3192,38.0271,47.5394,43.5251,48.8447,44.8217,46.4809,36.3677,47.1952,34.5935,32.6506,55.7581,47.5483,42.8446,43.7502,46.0397,46.6412,47.8373,59.3628,43.1689,43.9357,44.4465,45.9931,42.2028,39.0629,44.3491,46.209,35.1275,46.011
"PHPT1",165.067,239.089,135.537,207.663,197.137,216.207,263.827,234.761,146.467,122.917,140.077,154.074,141.866,131.851,273.134,182.572,498.489,298.247,182.293,199.159,294.957,125.067,130.14,148.922,308.724,208.782,94.3642,154.783,341.791,314.841,261.111,203.763,266.878,257.098,179.841,337.073,212.489,344.33,226.026
"ARHGAP35",42.1629,24.4969,57.3688,30.8406,48.6226,53.1654,53.8961,56.5072,65.6247,35.0906,26.3808,43.8416,52.2051,54.2306,51.3357,40.2905,41.0123,29.3787,55.7628,32.9684,35.882,53.7475,44.189,43.746,50.5766,41.452,63.2605,58.1534,26.8454,40.489,31.8022,40.0093,42.6092,48.1466,57.9074,49.1932,51.4631,55.5911,46.7327
"LANCL2",80.0099,88.8326,69.6836,92.0587,82.5219,78.3126,85.1354,80.7346,66.0154,87.1882,85.1629,77.2615,84.4984,82.2705,86.441,70.0506,68.5404,96.1758,82.384,88.2865,55.0952,81.1135,78.0958,78.5249,77.1437,72.9869,79.6274,79.5353,42.0377,52.7603,63.4418,76.0486,59.7871,75.3875,105.066,83.5962,78.7179,75.317,74.6181
"FARSB",127.203,145.998,186.869,166.671,177.928,173.763,140.027,135.196,157.837,151.157,179.18,129.873,170.932,162.095,146.387,204.884,130.171,144.178,113.86,148.626,129.273,129.031,149.674,152.872,128.362,116.328,157.42,125.263,101.542,120.919,81.0883,162.972,118.915,128.612,144.331,105.028,176.46,80.9656,139.647
"IARS2",96.7642,62.8026,89.8818,50.1206,82.2687,77.9917,105.849,108.11,107.557,60.1671,77.8258,64.7016,105.085,94.0902,87.2941,84.0037,76.4131,76.497,92.1735,66.1691,68.2473,86.6622,97.861,37.7172,95.8287,94.4049,81.8825,95.0827,80.9823,92.6136,114.912,80.3785,87.4705,83.2736,88.2932,96.4397,81.9334,108.121,98.433
"KLC4",17.7509,NA,NA,NA,17.7621,17.5631,NA,41.0754,NA,27.9481,NA,NA,23.8919,25.536,26.0259,32.1376,19.7116,29.5582,NA,NA,NA,NA,NA,25.6333,NA,25.6533,27.5944,NA,NA,NA,NA,22.5563,31.5859,19.7625,28.776,26.5029,36.7371,NA,NA
"C19orf12",10.3674,15.3081,7.94711,NA,15.0581,NA,22.4953,19.131,23.7845,17.71,14.0836,13.9595,17.6929,18.407,17.9842,11.2888,NA,3.0895,NA,NA,5.12268,17.77,18.0916,NA,11.3939,NA,10.2258,25.5877,NA,NA,21.7829,15.0692,14.6356,15.4135,17.9431,19.9641,16.999,NA,NA
"NRBP2",14.4506,14.661,13.4799,23.0609,22.305,18.1005,18.6712,24.0565,16.3813,8.58738,17.3088,23.164,18.8981,16.1315,17.4257,20.9467,26.8661,12.7655,21.9,5.88626,16.8283,24.6555,23.3867,11.5357,13.3482,20.6029,NA,20.6691,20.4543,13.814,NA,12.8489,21.4396,21.7696,23.907,25.7351,25.8097,38.7029,17.1786
"ATG3",35.2444,37.7175,39.0632,34.5882,39.8513,48.0016,41.3907,43.468,33.7853,41.7299,39.4087,38.1527,42.5386,44.3566,43.5568,42.8647,46.267,42.1924,46.3763,39.8269,52.3967,45.6513,49.5676,34.4563,47.0348,40.2675,40.1752,55.3822,26.8099,45.7494,49.0303,45.0053,48.5852,42.7109,35.7149,45.0756,43.5627,52.5588,40.3634
"SIRT3",13.9043,12.1582,20.774,14.432,11.5383,NA,18.1003,16.2415,11.9218,NA,12.3389,NA,16.3198,NA,12.7879,13.7816,22.3611,20.3074,31.1796,16.2649,NA,NA,NA,18.9858,23.9881,15.1242,5.94126,NA,20.2335,21.6396,21.7531,18.2011,11.8478,11.4332,20.328,NA,20.3644,11.7376,16.7973
"SACM1L",158.495,132.604,133.387,NA,185.491,128.391,151.759,202.849,230.101,146.514,145.442,71.1676,162.918,218.114,184.991,147.199,171.033,130.347,158.642,NA,93.1417,149.912,138.208,87.8317,213.511,176.571,219.4,195.24,123.76,176.259,275.077,166.578,165.005,207.372,209.412,141.764,134.635,319.037,173.101
